level,vocation,slot_head,slot_armor,slot_legs,slot_feet,slot_right,slot_left,slot_backpack
284,2,3365,3388,3363,3555,28826,3423,2854
284,3,3365,22530,3363,3555,35518,35524,2854
284,4,3365,22518,3363,3555,36661,,2854
285,1,3365,3388,3363,3555,39162,3423,2854
285,2,3365,3388,3363,3555,28826,3423,2854
285,3,3365,22530,3363,3555,35518,35524,2854
285,4,3365,22518,3363,3555,36661,,2854
286,1,3365,3388,3363,3555,39162,3423,2854
286,2,3365,3388,3363,3555,28826,3423,2854
286,3,3365,22530,3363,3555,35518,35524,2854
286,4,3365,22518,3363,3555,36661,,2854
287,1,3365,3388,3363,3555,39162,3423,2854
287,2,3365,3388,3363,3555,28826,3423,2854
287,3,3365,22530,3363,3555,35518,35524,2854
287,4,3365,22518,3363,3555,36661,,2854
288,1,3365,3388,3363,3555,39162,3423,2854
288,2,3365,3388,3363,3555,28826,3423,2854
288,3,3365,22530,3363,3555,35518,35524,2854
288,4,3365,22518,3363,3555,36661,,2854
289,1,3365,3388,3363,3555,39162,3423,2854
289,2,3365,3388,3363,3555,28826,3423,2854
289,3,3365,22530,3363,3555,35518,35524,2854
289,4,3365,22518,3363,3555,36661,,2854
290,1,3365,3388,3363,3555,39162,3423,2854
290,2,3365,3388,3363,3555,28826,3423,2854
290,3,3365,22530,3363,3555,35518,35524,2854
290,4,3365,22518,3363,3555,36661,,2854
291,1,3365,3388,3363,3555,39162,3423,2854
291,2,3365,3388,3363,3555,28826,3423,2854
291,3,3365,22530,3363,3555,35518,35524,2854
291,4,3365,22518,3363,3555,36661,,2854
292,1,3365,3388,3363,3555,39162,3423,2854
292,2,3365,3388,3363,3555,28826,3423,2854
292,3,3365,22530,3363,3555,35518,35524,2854
292,4,3365,22518,3363,3555,36661,,2854
293,1,3365,3388,3363,3555,39162,3423,2854
293,2,3365,3388,3363,3555,28826,3423,2854
293,3,3365,22530,3363,3555,35518,35524,2854
293,4,3365,22518,3363,3555,36661,,2854
294,1,3365,3388,3363,3555,39162,3423,2854
294,2,3365,3388,3363,3555,28826,3423,2854
294,3,3365,22530,3363,3555,35518,35524,2854
294,4,3365,22518,3363,3555,36661,,2854
295,1,3365,3388,3363,3555,39162,3423,2854
295,2,3365,3388,3363,3555,28826,3423,2854
295,3,3365,22530,3363,3555,35518,35524,2854
295,4,3365,22518,3363,3555,36661,,2854
296,1,3365,3388,3363,3555,39162,3423,2854
296,2,3365,3388,3363,3555,28826,3423,2854
296,3,3365,22530,3363,3555,35518,35524,2854
296,4,3365,22518,3363,3555,36661,,2854
297,1,3365,3388,3363,3555,39162,3423,2854
297,2,3365,3388,3363,3555,28826,3423,2854
297,3,3365,22530,3363,3555,35518,35524,2854
297,4,3365,22518,3363,3555,36661,,2854
298,1,3365,3388,3363,3555,39162,3423,2854
298,2,3365,3388,3363,3555,28826,3423,2854
298,3,3365,22530,3363,3555,35518,35524,2854
298,4,3365,22518,3363,3555,36661,,2854
299,1,3365,3388,3363,3555,39162,3423,2854
299,2,3365,3388,3363,3555,28826,3423,2854
299,3,3365,22530,3363,3555,35518,35524,2854
299,4,3365,22518,3363,3555,36661,,2854
300,1,3365,3388,3363,3555,39162,3423,2854
300,2,3365,3388,3363,3555,28826,3423,2854
300,3,3365,22530,3363,3555,35518,35524,2854
300,4,3365,22518,3363,3555,28723,,2854
301,1,3365,3388,3363,3555,39162,3423,2854
301,2,3365,3388,3363,3555,28826,3423,2854
301,3,3365,22530,3363,3555,35518,35524,2854
301,4,3365,22518,3363,3555,28723,,2854
302,1,3365,3388,3363,3555,39162,3423,2854
302,2,3365,3388,3363,3555,28826,3423,2854
302,3,3365,22530,3363,3555,35518,35524,2854
302,4,3365,22518,3363,3555,28723,,2854
303,1,3365,3388,3363,3555,39162,3423,2854
303,2,3365,3388,3363,3555,28826,3423,2854
303,3,3365,22530,3363,3555,35518,35524,2854
303,4,3365,22518,3363,3555,28723,,2854
304,1,3365,3388,3363,3555,39162,3423,2854
304,2,3365,3388,3363,3555,28826,3423,2854
304,3,3365,22530,3363,3555,35518,35524,2854
304,4,3365,22518,3363,3555,28723,,2854
305,1,3365,3388,3363,3555,39162,3423,2854
305,2,3365,3388,3363,3555,28826,3423,2854
305,3,3365,22530,3363,3555,35518,35524,2854
305,4,3365,22518,3363,3555,28723,,2854
306,1,3365,3388,3363,3555,39162,3423,2854
306,2,3365,3388,3363,3555,28826,3423,2854
306,3,3365,22530,3363,3555,35518,35524,2854
306,4,3365,22518,3363,3555,28723,,2854
307,1,3365,3388,3363,3555,39162,3423,2854
307,2,3365,3388,3363,3555,28826,3423,2854
307,3,3365,22530,3363,3555,35518,35524,2854
307,4,3365,22518,3363,3555,28723,,2854
308,1,3365,3388,3363,3555,39162,3423,2854
308,2,3365,3388,3363,3555,28826,3423,2854
308,3,3365,22530,3363,3555,35518,35524,2854
308,4,3365,22518,3363,3555,28723,,2854
309,1,3365,3388,3363,3555,39162,3423,2854
309,2,3365,3388,3363,3555,28826,3423,2854
309,3,3365,22530,3363,3555,35518,35524,2854
309,4,3365,22518,3363,3555,28723,,2854
310,1,3365,3388,3363,3555,39162,3423,2854
310,2,3365,3388,3363,3555,28826,3423,2854
310,3,3365,22530,3363,3555,35518,35524,2854
310,4,3365,22518,3363,3555,28723,,2854
311,1,3365,3388,3363,3555,39162,3423,2854
311,2,3365,3388,3363,3555,28826,3423,2854
311,3,3365,22530,3363,3555,35518,35524,2854
311,4,3365,22518,3363,3555,28723,,2854
312,1,3365,3388,3363,3555,39162,3423,2854
312,2,3365,3388,3363,3555,28826,3423,2854
312,3,3365,22530,3363,3555,35518,35524,2854
312,4,3365,22518,3363,3555,28723,,2854
313,1,3365,3388,3363,3555,39162,3423,2854
313,2,3365,3388,3363,3555,28826,3423,2854
313,3,3365,22530,3363,3555,35518,35524,2854
313,4,3365,22518,3363,3555,28723,,2854
314,1,3365,3388,3363,3555,39162,3423,2854
314,2,3365,3388,3363,3555,28826,3423,2854
314,3,3365,22530,3363,3555,35518,35524,2854
314,4,3365,22518,3363,3555,28723,,2854
315,1,3365,3388,3363,3555,39162,3423,2854
315,2,3365,3388,3363,3555,28826,3423,2854
315,3,3365,22530,3363,3555,35518,35524,2854
315,4,3365,22518,3363,3555,28723,,2854
316,1,3365,3388,3363,3555,39162,3423,2854
316,2,3365,3388,3363,3555,28826,3423,2854
316,3,3365,22530,3363,3555,35518,35524,2854
316,4,3365,22518,3363,3555,28723,,2854
317,1,3365,3388,3363,3555,39162,3423,2854
317,2,3365,3388,3363,3555,28826,3423,2854
317,3,3365,22530,3363,3555,35518,35524,2854
317,4,3365,22518,3363,3555,28723,,2854
318,1,3365,3388,3363,3555,39162,3423,2854
318,2,3365,3388,3363,3555,28826,3423,2854
318,3,3365,22530,3363,3555,35518,35524,2854
318,4,3365,22518,3363,3555,28723,,2854
319,1,3365,3388,3363,3555,39162,3423,2854
319,2,3365,3388,3363,3555,28826,3423,2854
319,3,3365,22530,3363,3555,35518,35524,2854
319,4,3365,22518,3363,3555,28723,,2854
320,1,3365,3388,3363,3555,39162,3423,2854
320,2,3365,3388,3363,3555,28826,3423,2854
320,3,3365,22530,3363,3555,35518,35524,2854
320,4,3365,22518,3363,3555,28723,,2854
321,1,3365,3388,3363,3555,39162,3423,2854
321,2,3365,3388,3363,3555,28826,3423,2854
321,3,3365,22530,3363,3555,35518,35524,2854
321,4,3365,22518,3363,3555,28723,,2854
322,1,3365,3388,3363,3555,39162,3423,2854
322,2,3365,3388,3363,3555,28826,3423,2854
322,3,3365,22530,3363,3555,35518,35524,2854
322,4,3365,22518,3363,3555,28723,,2854
323,1,3365,3388,3363,3555,39162,3423,2854
323,2,3365,3388,3363,3555,28826,3423,2854
323,3,3365,22530,3363,3555,35518,35524,2854
323,4,3365,22518,3363,3555,28723,,2854
324,1,3365,3388,3363,3555,39162,3423,2854
324,2,3365,3388,3363,3555,28826,3423,2854
324,3,3365,22530,3363,3555,35518,35524,2854
324,4,3365,22518,3363,3555,28723,,2854
325,1,3365,3388,3363,3555,39162,3423,2854
325,2,3365,3388,3363,3555,28826,3423,2854
325,3,3365,22530,3363,3555,35518,35524,2854
325,4,3365,22518,3363,3555,28723,,2854
326,1,3365,3388,3363,3555,39162,3423,2854
326,2,3365,3388,3363,3555,28826,3423,2854
326,3,3365,22530,3363,3555,35518,35524,2854
326,4,3365,22518,3363,3555,28723,,2854
327,1,3365,3388,3363,3555,39162,3423,2854
327,2,3365,3388,3363,3555,28826,3423,2854
327,3,3365,22530,3363,3555,35518,35524,2854
327,4,3365,22518,3363,3555,28723,,2854
328,1,3365,3388,3363,3555,39162,3423,2854
328,2,3365,3388,3363,3555,28826,3423,2854
328,3,3365,22530,3363,3555,35518,35524,2854
328,4,3365,22518,3363,3555,28723,,2854
329,1,3365,3388,3363,3555,39162,3423,2854
329,2,3365,3388,3363,3555,28826,3423,2854
329,3,3365,22530,3363,3555,35518,35524,2854
329,4,3365,22518,3363,3555,28723,,2854
330,1,3365,3388,3363,3555,39162,3423,2854
330,2,3365,3388,3363,3555,28826,3423,2854
330,3,3365,22530,3363,3555,35518,35524,2854
330,4,3365,22518,3363,3555,28723,,2854
331,1,3365,3388,3363,3555,39162,3423,2854
331,2,3365,3388,3363,3555,28826,3423,2854
331,3,3365,22530,3363,3555,35518,35524,2854
331,4,3365,22518,3363,3555,28723,,2854
332,1,3365,3388,3363,3555,39162,3423,2854
332,2,3365,3388,3363,3555,28826,3423,2854
332,3,3365,22530,3363,3555,35518,35524,2854
332,4,3365,22518,3363,3555,28723,,2854
333,1,3365,3388,3363,3555,39162,3423,2854
333,2,3365,3388,3363,3555,28826,3423,2854
333,3,3365,22530,3363,3555,35518,35524,2854
333,4,3365,22518,3363,3555,28723,,2854
334,1,3365,3388,3363,3555,39162,3423,2854
334,2,3365,3388,3363,3555,28826,3423,2854
334,3,3365,22530,3363,3555,35518,35524,2854
334,4,3365,22518,3363,3555,28723,,2854
335,1,3365,3388,3363,3555,39162,3423,2854
335,2,3365,3388,3363,3555,28826,3423,2854
335,3,3365,22530,3363,3555,35518,35524,2854
335,4,3365,22518,3363,3555,28723,,2854
336,1,3365,3388,3363,3555,39162,3423,2854
336,2,3365,3388,3363,3555,28826,3423,2854
336,3,3365,22530,3363,3555,35518,35524,2854
336,4,3365,22518,3363,3555,28723,,2854
337,1,3365,3388,3363,3555,39162,3423,2854
337,2,3365,3388,3363,3555,28826,3423,2854
337,3,3365,22530,3363,3555,35518,35524,2854
337,4,3365,22518,3363,3555,28723,,2854
338,1,3365,3388,3363,3555,39162,3423,2854
338,2,3365,3388,3363,3555,28826,3423,2854
338,3,3365,22530,3363,3555,35518,35524,2854
338,4,3365,22518,3363,3555,28723,,2854
339,1,3365,3388,3363,3555,39162,3423,2854
339,2,3365,3388,3363,3555,28826,3423,2854
339,3,3365,22530,3363,3555,35518,35524,2854
339,4,3365,22518,3363,3555,28723,,2854
340,1,3365,3388,3363,3555,39162,3423,2854
340,2,3365,3388,3363,3555,28826,3423,2854
340,3,3365,22530,3363,3555,35518,35524,2854
340,4,3365,22518,3363,3555,28723,,2854
341,1,3365,3388,3363,3555,39162,3423,2854
341,2,3365,3388,3363,3555,28826,3423,2854
341,3,3365,22530,3363,3555,35518,35524,2854
341,4,3365,22518,3363,3555,28723,,2854
342,1,3365,3388,3363,3555,39162,3423,2854
342,2,3365,3388,3363,3555,28826,3423,2854
342,3,3365,22530,3363,3555,35518,35524,2854
342,4,3365,22518,3363,3555,28723,,2854
343,1,3365,3388,3363,3555,39162,3423,2854
343,2,3365,3388,3363,3555,28826,3423,2854
343,3,3365,22530,3363,3555,35518,35524,2854
343,4,3365,22518,3363,3555,28723,,2854
344,1,3365,3388,3363,3555,39162,3423,2854
344,2,3365,3388,3363,3555,28826,3423,2854
344,3,3365,22530,3363,3555,35518,35524,2854
344,4,3365,22518,3363,3555,28723,,2854
345,1,3365,3388,3363,3555,39162,3423,2854
345,2,3365,3388,3363,3555,28826,3423,2854
345,3,3365,22530,3363,3555,35518,35524,2854
345,4,3365,22518,3363,3555,28723,,2854
346,1,3365,3388,3363,3555,39162,3423,2854
346,2,3365,3388,3363,3555,28826,3423,2854
346,3,3365,22530,3363,3555,35518,35524,2854
346,4,3365,22518,3363,3555,28723,,2854
347,1,3365,3388,3363,3555,39162,3423,2854
347,2,3365,3388,3363,3555,28826,3423,2854
347,3,3365,22530,3363,3555,35518,35524,2854
347,4,3365,22518,3363,3555,28723,,2854
348,1,3365,3388,3363,3555,39162,3423,2854
348,2,3365,3388,3363,3555,28826,3423,2854
348,3,3365,22530,3363,3555,35518,35524,2854
348,4,3365,22518,3363,3555,28723,,2854
349,1,3365,3388,3363,3555,39162,3423,2854
349,2,3365,3388,3363,3555,28826,3423,2854
349,3,3365,22530,3363,3555,35518,35524,2854
349,4,3365,22518,3363,3555,28723,,2854
350,1,3365,3388,3363,3555,39162,3423,2854
350,2,3365,3388,3363,3555,28826,3423,2854
350,3,3365,22530,3363,3555,35518,35524,2854
350,4,3365,22518,3363,3555,28723,,2854
351,1,3365,3388,3363,3555,39162,3423,2854
351,2,3365,3388,3363,3555,28826,3423,2854
351,3,3365,22530,3363,3555,35518,35524,2854
351,4,3365,22518,3363,3555,28723,,2854
352,1,3365,3388,3363,3555,39162,3423,2854
352,2,3365,3388,3363,3555,28826,3423,2854
352,3,3365,22530,3363,3555,35518,35524,2854
352,4,3365,22518,3363,3555,28723,,2854
353,1,3365,3388,3363,3555,39162,3423,2854
353,2,3365,3388,3363,3555,28826,3423,2854
353,3,3365,22530,3363,3555,35518,35524,2854
353,4,3365,22518,3363,3555,28723,,2854
354,1,3365,3388,3363,3555,39162,3423,2854
354,2,3365,3388,3363,3555,28826,3423,2854
354,3,3365,22530,3363,3555,35518,35524,2854
354,4,3365,22518,3363,3555,28723,,2854
355,1,3365,3388,3363,3555,39162,3423,2854
355,2,3365,3388,3363,3555,28826,3423,2854
355,3,3365,22530,3363,3555,35518,35524,2854
355,4,3365,22518,3363,3555,28723,,2854
356,1,3365,3388,3363,3555,39162,3423,2854
356,2,3365,3388,3363,3555,28826,3423,2854
356,3,3365,22530,3363,3555,35518,35524,2854
356,4,3365,22518,3363,3555,28723,,2854
357,1,3365,3388,3363,3555,39162,3423,2854
357,2,3365,3388,3363,3555,28826,3423,2854
357,3,3365,22530,3363,3555,35518,35524,2854
357,4,3365,22518,3363,3555,28723,,2854
358,1,3365,3388,3363,3555,39162,3423,2854
358,2,3365,3388,3363,3555,28826,3423,2854
358,3,3365,22530,3363,3555,35518,35524,2854
358,4,3365,22518,3363,3555,28723,,2854
359,1,3365,3388,3363,3555,39162,3423,2854
359,2,3365,3388,3363,3555,28826,3423,2854
359,3,3365,22530,3363,3555,35518,35524,2854
359,4,3365,22518,3363,3555,28723,,2854
360,1,3365,3388,3363,3555,39162,3423,2854
360,2,3365,3388,3363,3555,28826,3423,2854
360,3,3365,22530,3363,3555,35518,35524,2854
360,4,3365,22518,3363,3555,28723,,2854
361,1,3365,3388,3363,3555,39162,3423,2854
361,2,3365,3388,3363,3555,28826,3423,2854
361,3,3365,22530,3363,3555,35518,35524,2854
361,4,3365,22518,3363,3555,28723,,2854
362,1,3365,3388,3363,3555,39162,3423,2854
362,2,3365,3388,3363,3555,28826,3423,2854
362,3,3365,22530,3363,3555,35518,35524,2854
362,4,3365,22518,3363,3555,28723,,2854
363,1,3365,3388,3363,3555,39162,3423,2854
363,2,3365,3388,3363,3555,28826,3423,2854
363,3,3365,22530,3363,3555,35518,35524,2854
363,4,3365,22518,3363,3555,28723,,2854
364,1,3365,3388,3363,3555,39162,3423,2854
364,2,3365,3388,3363,3555,28826,3423,2854
364,3,3365,22530,3363,3555,35518,35524,2854
364,4,3365,22518,3363,3555,28723,,2854
365,1,3365,3388,3363,3555,39162,3423,2854
365,2,3365,3388,3363,3555,28826,3423,2854
365,3,3365,22530,3363,3555,35518,35524,2854
365,4,3365,22518,3363,3555,28723,,2854
366,1,3365,3388,3363,3555,39162,3423,2854
366,2,3365,3388,3363,3555,28826,3423,2854
366,3,3365,22530,3363,3555,35518,35524,2854
366,4,3365,22518,3363,3555,28723,,2854
367,1,3365,3388,3363,3555,39162,3423,2854
367,2,3365,3388,3363,3555,28826,3423,2854
367,3,3365,22530,3363,3555,35518,35524,2854
367,4,3365,22518,3363,3555,28723,,2854
368,1,3365,3388,3363,3555,39162,3423,2854
368,2,3365,3388,3363,3555,28826,3423,2854
368,3,3365,22530,3363,3555,35518,35524,2854
368,4,3365,22518,3363,3555,28723,,2854
369,1,3365,3388,3363,3555,39162,3423,2854
369,2,3365,3388,3363,3555,28826,3423,2854
369,3,3365,22530,3363,3555,35518,35524,2854
369,4,3365,22518,3363,3555,28723,,2854
370,1,3365,3388,3363,3555,39162,3423,2854
370,2,3365,3388,3363,3555,28826,3423,2854
370,3,3365,22530,3363,3555,35518,35524,2854
370,4,3365,22518,3363,3555,28723,,2854
371,1,3365,3388,3363,3555,39162,3423,2854
371,2,3365,3388,3363,3555,28826,3423,2854
371,3,3365,22530,3363,3555,35518,35524,2854
371,4,3365,22518,3363,3555,28723,,2854
372,1,3365,3388,3363,3555,39162,3423,2854
372,2,3365,3388,3363,3555,28826,3423,2854
372,3,3365,22530,3363,3555,35518,35524,2854
372,4,3365,22518,3363,3555,28723,,2854
373,1,3365,3388,3363,3555,39162,3423,2854
373,2,3365,3388,3363,3555,28826,3423,2854
373,3,3365,22530,3363,3555,35518,35524,2854
373,4,3365,22518,3363,3555,28723,,2854
374,1,3365,3388,3363,3555,39162,3423,2854
374,2,3365,3388,3363,3555,28826,3423,2854
374,3,3365,22530,3363,3555,35518,35524,2854
374,4,3365,22518,3363,3555,28723,,2854
375,1,3365,3388,3363,3555,39162,3423,2854
375,2,3365,3388,3363,3555,28826,3423,2854
375,3,3365,22530,3363,3555,35518,35524,2854
375,4,3365,22518,3363,3555,28723,,2854
376,1,3365,3388,3363,3555,39162,3423,2854
376,2,3365,3388,3363,3555,28826,3423,2854
376,3,3365,22530,3363,3555,35518,35524,2854
376,4,3365,22518,3363,3555,28723,,2854
377,1,3365,3388,3363,3555,39162,3423,2854
377,2,3365,3388,3363,3555,28826,3423,2854
377,3,3365,22530,3363,3555,35518,35524,2854
377,4,3365,22518,3363,3555,28723,,2854
378,1,3365,3388,3363,3555,39162,3423,2854
378,2,3365,3388,3363,3555,28826,3423,2854
378,3,3365,22530,3363,3555,35518,35524,2854
378,4,3365,22518,3363,3555,28723,,2854
379,1,3365,3388,3363,3555,39162,3423,2854
379,2,3365,3388,3363,3555,28826,3423,2854
379,3,3365,22530,3363,3555,35518,35524,2854
379,4,3365,22518,3363,3555,28723,,2854
380,1,3365,3388,3363,3555,39162,3423,2854
380,2,3365,3388,3363,3555,28826,3423,2854
380,3,3365,22530,3363,3555,35518,35524,2854
380,4,3365,22518,3363,3555,28723,,2854
381,1,3365,3388,3363,3555,39162,3423,2854
381,2,3365,3388,3363,3555,28826,3423,2854
381,3,3365,22530,3363,3555,35518,35524,2854
381,4,3365,22518,3363,3555,28723,,2854
382,1,3365,3388,3363,3555,39162,3423,2854
382,2,3365,3388,3363,3555,28826,3423,2854
382,3,3365,22530,3363,3555,35518,35524,2854
382,4,3365,22518,3363,3555,28723,,2854
383,1,3365,3388,3363,3555,39162,3423,2854
383,2,3365,3388,3363,3555,28826,3423,2854
383,3,3365,22530,3363,3555,35518,35524,2854
383,4,3365,22518,3363,3555,28723,,2854
384,1,3365,3388,3363,3555,39162,3423,2854
384,2,3365,3388,3363,3555,28826,3423,2854
384,3,3365,22530,3363,3555,35518,35524,2854
384,4,3365,22518,3363,3555,28723,,2854
385,1,3365,3388,3363,3555,39162,3423,2854
385,2,3365,3388,3363,3555,28826,3423,2854
385,3,3365,22530,3363,3555,35518,35524,2854
385,4,3365,22518,3363,3555,28723,,2854
386,1,3365,3388,3363,3555,39162,3423,2854
386,2,3365,3388,3363,3555,28826,3423,2854
386,3,3365,22530,3363,3555,35518,35524,2854
386,4,3365,22518,3363,3555,28723,,2854
387,1,3365,3388,3363,3555,39162,3423,2854
387,2,3365,3388,3363,3555,28826,3423,2854
387,3,3365,22530,3363,3555,35518,35524,2854
387,4,3365,22518,3363,3555,28723,,2854
388,1,3365,3388,3363,3555,39162,3423,2854
388,2,3365,3388,3363,3555,28826,3423,2854
388,3,3365,22530,3363,3555,35518,35524,2854
388,4,3365,22518,3363,3555,28723,,2854
389,1,3365,3388,3363,3555,39162,3423,2854
389,2,3365,3388,3363,3555,28826,3423,2854
389,3,3365,22530,3363,3555,35518,35524,2854
389,4,3365,22518,3363,3555,28723,,2854
390,1,3365,3388,3363,3555,39162,3423,2854
390,2,3365,3388,3363,3555,28826,3423,2854
390,3,3365,22530,3363,3555,35518,35524,2854
390,4,3365,22518,3363,3555,28723,,2854
391,1,3365,3388,3363,3555,39162,3423,2854
391,2,3365,3388,3363,3555,28826,3423,2854
391,3,3365,22530,3363,3555,35518,35524,2854
391,4,3365,22518,3363,3555,28723,,2854
392,1,3365,3388,3363,3555,39162,3423,2854
392,2,3365,3388,3363,3555,28826,3423,2854
392,3,3365,22530,3363,3555,35518,35524,2854
392,4,3365,22518,3363,3555,28723,,2854
393,1,3365,3388,3363,3555,39162,3423,2854
393,2,3365,3388,3363,3555,28826,3423,2854
393,3,3365,22530,3363,3555,35518,35524,2854
393,4,3365,22518,3363,3555,28723,,2854
394,1,3365,3388,3363,3555,39162,3423,2854
394,2,3365,3388,3363,3555,28826,3423,2854
394,3,3365,22530,3363,3555,35518,35524,2854
394,4,3365,22518,3363,3555,28723,,2854
395,1,3365,3388,3363,3555,39162,3423,2854
395,2,3365,3388,3363,3555,28826,3423,2854
395,3,3365,22530,3363,3555,35518,35524,2854
395,4,3365,22518,3363,3555,28723,,2854
396,1,3365,3388,3363,3555,39162,3423,2854
396,2,3365,3388,3363,3555,28826,3423,2854
396,3,3365,22530,3363,3555,35518,35524,2854
396,4,3365,22518,3363,3555,28723,,2854
397,1,3365,3388,3363,3555,39162,3423,2854
397,2,3365,3388,3363,3555,28826,3423,2854
397,3,3365,22530,3363,3555,35518,35524,2854
397,4,3365,22518,3363,3555,28723,,2854
398,1,3365,3388,3363,3555,39162,3423,2854
398,2,3365,3388,3363,3555,28826,3423,2854
398,3,3365,22530,3363,3555,35518,35524,2854
398,4,3365,22518,3363,3555,28723,,2854
399,1,3365,3388,3363,3555,39162,3423,2854
399,2,3365,3388,3363,3555,28826,3423,2854
399,3,3365,22530,3363,3555,35518,35524,2854
399,4,3365,22518,3363,3555,28723,,2854
400,1,3365,34095,3363,3555,34090,3423,2854
400,2,3365,34096,3363,3555,28826,3423,2854
400,3,3365,22530,3363,3555,35518,35524,2854
400,4,3365,39147,3363,3555,28723,,2854
401,1,3365,34095,3363,3555,34090,3423,2854
401,2,3365,34096,3363,3555,28826,3423,2854
401,3,3365,22530,3363,3555,35518,35524,2854
401,4,3365,39147,3363,3555,28723,,2854
402,1,3365,34095,3363,3555,34090,3423,2854
402,2,3365,34096,3363,3555,28826,3423,2854
402,3,3365,22530,3363,3555,35518,35524,2854
402,4,3365,39147,3363,3555,28723,,2854
403,1,3365,34095,3363,3555,34090,3423,2854
403,2,3365,34096,3363,3555,28826,3423,2854
403,3,3365,22530,3363,3555,35518,35524,2854
403,4,3365,39147,3363,3555,28723,,2854
404,1,3365,34095,3363,3555,34090,3423,2854
404,2,3365,34096,3363,3555,28826,3423,2854
404,3,3365,22530,3363,3555,35518,35524,2854
404,4,3365,39147,3363,3555,28723,,2854
405,1,3365,34095,3363,3555,34090,3423,2854
405,2,3365,34096,3363,3555,28826,3423,2854
405,3,3365,22530,3363,3555,35518,35524,2854
405,4,3365,39147,3363,3555,28723,,2854
406,1,3365,34095,3363,3555,34090,3423,2854
406,2,3365,34096,3363,3555,28826,3423,2854
406,3,3365,22530,3363,3555,35518,35524,2854
406,4,3365,39147,3363,3555,28723,,2854
407,1,3365,34095,3363,3555,34090,3423,2854
407,2,3365,34096,3363,3555,28826,3423,2854
407,3,3365,22530,3363,3555,35518,35524,2854
407,4,3365,39147,3363,3555,28723,,2854
408,1,3365,34095,3363,3555,34090,3423,2854
408,2,3365,34096,3363,3555,28826,3423,2854
408,3,3365,22530,3363,3555,35518,35524,2854
408,4,3365,39147,3363,3555,28723,,2854
409,1,3365,34095,3363,3555,34090,3423,2854
409,2,3365,34096,3363,3555,28826,3423,2854
409,3,3365,22530,3363,3555,35518,35524,2854
409,4,3365,39147,3363,3555,28723,,2854
410,1,3365,34095,3363,3555,34090,3423,2854
410,2,3365,34096,3363,3555,28826,3423,2854
410,3,3365,22530,3363,3555,35518,35524,2854
410,4,3365,39147,3363,3555,28723,,2854
411,1,3365,34095,3363,3555,34090,3423,2854
411,2,3365,34096,3363,3555,28826,3423,2854
411,3,3365,22530,3363,3555,35518,35524,2854
411,4,3365,39147,3363,3555,28723,,2854
412,1,3365,34095,3363,3555,34090,3423,2854
412,2,3365,34096,3363,3555,28826,3423,2854
412,3,3365,22530,3363,3555,35518,35524,2854
412,4,3365,39147,3363,3555,28723,,2854
413,1,3365,34095,3363,3555,34090,3423,2854
413,2,3365,34096,3363,3555,28826,3423,2854
413,3,3365,22530,3363,3555,35518,35524,2854
413,4,3365,39147,3363,3555,28723,,2854
414,1,3365,34095,3363,3555,34090,3423,2854
414,2,3365,34096,3363,3555,28826,3423,2854
414,3,3365,22530,3363,3555,35518,35524,2854
414,4,3365,39147,3363,3555,28723,,2854
415,1,3365,34095,3363,3555,34090,3423,2854
415,2,3365,34096,3363,3555,28826,3423,2854
415,3,3365,22530,3363,3555,35518,35524,2854
415,4,3365,39147,3363,3555,28723,,2854
416,1,3365,34095,3363,3555,34090,3423,2854
416,2,3365,34096,3363,3555,28826,3423,2854
416,3,3365,22530,3363,3555,35518,35524,2854
416,4,3365,39147,3363,3555,28723,,2854
417,1,3365,34095,3363,3555,34090,3423,2854
417,2,3365,34096,3363,3555,28826,3423,2854
417,3,3365,22530,3363,3555,35518,35524,2854
417,4,3365,39147,3363,3555,28723,,2854
418,1,3365,34095,3363,3555,34090,3423,2854
418,2,3365,34096,3363,3555,28826,3423,2854
418,3,3365,22530,3363,3555,35518,35524,2854
418,4,3365,39147,3363,3555,28723,,2854
419,1,3365,34095,3363,3555,34090,3423,2854
419,2,3365,34096,3363,3555,28826,3423,2854
419,3,3365,22530,3363,3555,35518,35524,2854
419,4,3365,39147,3363,3555,28723,,2854
420,1,3365,34095,3363,3555,34090,3423,2854
420,2,3365,34096,3363,3555,28826,3423,2854
420,3,3365,22530,3363,3555,35518,35524,2854
420,4,3365,39147,3363,3555,28723,,2854
421,1,3365,34095,3363,3555,34090,3423,2854
421,2,3365,34096,3363,3555,28826,3423,2854
421,3,3365,22530,3363,3555,35518,35524,2854
421,4,3365,39147,3363,3555,28723,,2854
422,1,3365,34095,3363,3555,34090,3423,2854
422,2,3365,34096,3363,3555,28826,3423,2854
422,3,3365,22530,3363,3555,35518,35524,2854
422,4,3365,39147,3363,3555,28723,,2854
423,1,3365,34095,3363,3555,34090,3423,2854
423,2,3365,34096,3363,3555,28826,3423,2854
423,3,3365,22530,3363,3555,35518,35524,2854
423,4,3365,39147,3363,3555,28723,,2854
424,1,3365,34095,3363,3555,34090,3423,2854
424,2,3365,34096,3363,3555,28826,3423,2854
424,3,3365,22530,3363,3555,35518,35524,2854
424,4,3365,39147,3363,3555,28723,,2854
425,1,3365,34095,3363,3555,34090,3423,2854
425,2,3365,34096,3363,3555,28826,3423,2854
425,3,3365,22530,3363,3555,35518,35524,2854
425,4,3365,39147,3363,3555,28723,,2854
426,1,3365,34095,3363,3555,34090,3423,2854
426,2,3365,34096,3363,3555,28826,3423,2854
