id	name	level	vocation	vocation_id	town_id	new_name
65829	Borkent Loter	871	paladin	7	14	Orelis Mourningsun
65830	Azir Loter	872	sorcerer	5	22	Taela Darkweaver2
65831	Plaros Loter	873	sorcerer	5	16	Hugarin Bremen
65832	Paublock Loter	874	knight	8	7	Broxigar Emberforge
65833	Thadnemara Loter	875	druid	6	16	Yanna Gentlemoon
65834	Pegui Loter	876	paladin	7	17	Karnwield Bloodspear
65835	Nevintsild Loter	877	sorcerer	5	8	Phadalus Borugh
65836	Tonguarik Loter	878	knight	8	5	Thargas Campbell
65837	Sveromesse Loter	879	druid	6	6	Colmir DeGroot
65838	Ghta Loter	880	paladin	7	20	Terina Hopwash
65839	Seromady Loter	881	paladin	7	6	Aldar Briarblack
65840	Chran Loter	882	sorcerer	5	8	Reynah Wolfclaw
65841	Gnomedorbo Loter	883	paladin	7	11	Barathex Blackridge
65842	Wilisolani Loter	884	druid	6	15	Becanna Bellcamp
65843	Foozorf Loter	885	druid	6	15	Renthal Galefist
65844	Drodromes Loter	886	knight	8	5	Bryna Misttusk
65845	Elance Loter	887	paladin	7	5	Bodrin Krole
65846	Cern Loter	888	knight	8	5	Rivett Shieldshatter
65847	Jorth Loter	889	paladin	7	15	Julia Crokford
65848	Carinus Loter	890	sorcerer	5	20	Min Emberfall
65849	Gell Loter	891	paladin	7	15	Creedy Bloodhowl
65850	Mema Loter	892	paladin	7	22	Korloff Clark2
65851	Valkephenc Loter	893	paladin	7	20	Aelmar Mighty
65852	Gnom Loter	894	sorcerer	5	14	Ithanas Belian
65853	Bervion Loter	895	sorcerer	5	20	Ahura Asterion
65854	Nizzley Loter	896	druid	6	13	Belonis Windmane
65855	Jaeggy Loter	897	paladin	7	14	Falstaav Battleforge
65856	Lukeniess Loter	898	sorcerer	5	15	Valaatu Doombringer
65857	Borks Loter	900	knight	8	7	Stella2 Germaine
65858	Aldric Torehkeron	900	sorcerer	5	6	Seona Doomwing
65859	Lyra Torehkeron	902	druid	6	10	Hunaka Dajingo
65860	Theron Torehkeron	904	sorcerer	5	15	Airhorn Alters
65861	Isolde Torehkeron	906	sorcerer	5	15	Ed Amberwind
65862	Magnus Torehkeron	908	sorcerer	5	15	Matthew Blackwhisper
65863	Freya Torehkeron	911	paladin	7	20	Baraat Chambers
65864	Ragnar Torehkeron	913	paladin	7	8	Savia Fearless
65865	Astrid Torehkeron	915	sorcerer	5	14	Cain Grimsong
65866	Cedric Torehkeron	917	knight	8	22	Jenthael Bortuk
65867	Elara Torehkeron	920	paladin	7	13	Alcor Zverenhoff
65868	Finn Torehkeron	922	knight	8	16	Hjalmar Candlebeard
65869	Gwen Torehkeron	924	knight	8	15	Tiril Shadowsong
65870	Henrik Torehkeron	926	sorcerer	5	11	Frumscone Calin
65871	Isla Torehkeron	929	paladin	7	13	Reha Ravenstorm
65872	Jorik Torehkeron	931	sorcerer	5	5	Sarilus Darkstream
65873	Keira Torehkeron	933	sorcerer	5	16	Jaina Ashcaller
65874	Leander Torehkeron	935	knight	8	8	Ahonan Ironsafe
65875	Mira Torehkeron	938	sorcerer	5	10	Astalor Angerforge2
65876	Nikolai Torehkeron	940	paladin	7	17	Orik Creststrider
65877	Ophelia Torehkeron	942	druid	6	14	Cinad Cowl
65878	Omiros Torehkeron	944	druid	6	9	Ukos Greycloud
65879	Borkent Torehkeron	947	knight	8	17	Dion Skystrike
65880	Azir Torehkeron	949	druid	6	15	Veras Bladewalker
65881	Plaros Torehkeron	951	druid	6	14	Anjali Brightbane
65882	Paublock Torehkeron	953	paladin	7	5	Terric Dawnrose
65883	Thadnemara Torehkeron	956	sorcerer	5	6	Dink Stirling
65884	Pegui Torehkeron	958	sorcerer	5	13	Edvin Hailstrike
65885	Nevintsild Torehkeron	960	sorcerer	5	16	Bishop Brightstong
65886	Tonguarik Torehkeron	962	druid	6	7	Darkun Adyria
65887	Sveromesse Torehkeron	965	sorcerer	5	13	Gai Emberhoof
65888	Ghta Torehkeron	967	sorcerer	5	9	Nordaerin Sindweller
65889	Seromady Torehkeron	969	druid	6	17	Keltus Ironbrand
65890	Chran Torehkeron	971	sorcerer	5	14	Teegli Bloodmane
65891	Gnomedorbo Torehkeron	974	paladin	7	5	Lonaki Ironclaw
65892	Wilisolani Torehkeron	976	sorcerer	5	6	Amalthazad Starhoof
65893	Foozorf Torehkeron	978	knight	8	20	Kelv Snowstrike
65894	Drodromes Torehkeron	980	sorcerer	5	11	Minh Odelic
65895	Elance Torehkeron	983	druid	6	8	Tallonkai Fairden
65896	Cern Torehkeron	985	knight	8	14	Baelgi Bly'Leggonde
65897	Jorth Torehkeron	987	knight	8	7	Genn Grimseeker
65898	Carinus Torehkeron	989	sorcerer	5	9	Garridel Wybroff
65899	Gell Torehkeron	992	druid	6	7	Fylerian Baloy
65900	Mema Torehkeron	994	druid	6	5	Choluna Waterwaker
65901	Valkephenc Torehkeron	996	sorcerer	5	7	Helion Barafu
65902	Gnom Torehkeron	998	sorcerer	5	11	Hallam Brighttusk
65903	Bervion Torehkeron	1001	druid	6	15	Mala Deethuk
65904	Nizzley Torehkeron	1003	paladin	7	17	Thelsia Brightbeard
65905	Jaeggy Torehkeron	1005	paladin	7	9	Jorad Dawnblade
65906	Lukeniess Torehkeron	1007	knight	8	7	Kashya Flameshield
65907	Borks Torehkeron	1010	druid	6	8	Amalia Brightblaze
65908	Aldric Mantis	1012	paladin	7	15	Kendall Bloodflare
65909	Lyra Mantis	1014	paladin	7	5	Montegue Ragerunner
65910	Theron Mantis	1016	paladin	7	15	Gryan Adurin
65911	Isolde Mantis	1019	paladin	7	13	Finna Adlerheart
65912	Magnus Mantis	1021	paladin	7	13	Palanaar Ashcrombe
65913	Freya Mantis	1023	druid	6	11	Ellington Windchaser
65914	Ragnar Mantis	1025	sorcerer	5	13	Thurston Glimmerfrost
65915	Astrid Mantis	1028	knight	8	7	Apostriss Crimsonfist
65916	Cedric Mantis	1030	knight	8	10	Aylaan Darkwood
65917	Elara Mantis	1032	druid	6	17	Nimisia Hudsen
65918	Finn Mantis	1034	paladin	7	11	Manadar Brightblade
65919	Gwen Mantis	1037	druid	6	10	Kym Rainglow
65920	Henrik Mantis	1039	knight	8	15	Skumm Stormaxe
65921	Isla Mantis	1041	paladin	7	22	Dargad Avelena
65922	Jorik Mantis	1043	druid	6	13	Kileana Wildguard
65923	Keira Mantis	1046	druid	6	14	Lao Deathtalon
65924	Leander Mantis	1048	knight	8	6	Kalla Barabos
65925	Mira Mantis	1050	paladin	7	13	Bahduum Stillblade
65926	Nikolai Mantis	1052	druid	6	13	Akeba Asarina
65927	Ophelia Mantis	1055	paladin	7	22	Katherine Goldwatcher
65928	Omiros Mantis	1057	druid	6	20	Drognan Coldeye
65929	Borkent Mantis	1059	druid	6	14	Ursila Swiftwind
65930	Azir Mantis	1061	sorcerer	5	20	Narinth Bilespreader
65931	Plaros Mantis	1064	knight	8	5	Gatlin Sunspire
65932	Paublock Mantis	1066	paladin	7	10	Gahark Firebinder
65933	Thadnemara Mantis	1068	druid	6	14	Astrylian MacTavish
65934	Pegui Mantis	1070	knight	8	5	Atma Crowe
65935	Nevintsild Mantis	1073	druid	6	15	Jabul Thunderhide
65936	Tonguarik Mantis	1075	sorcerer	5	15	Mina Lawson
65937	Sveromesse Mantis	1077	paladin	7	5	Bintook Windvale
65938	Ghta Mantis	1079	paladin	7	10	Rodolfo Soulbrand
65939	Seromady Mantis	1082	druid	6	15	Wenren Espinoza
65940	Chran Mantis	1084	knight	8	16	Mahala Nahr
65941	Gnomedorbo Mantis	1086	druid	6	13	Akrrilo Autumnmoon
65942	Wilisolani Mantis	1088	sorcerer	5	13	Baqir Icecrag
65943	Foozorf Mantis	1091	paladin	7	6	Bromos Runeseeker
65944	Drodromes Mantis	1093	paladin	7	7	Yonpak Blackhoof
65945	Elance Mantis	1095	knight	8	7	Baelog Stormpike
65946	Cern Mantis	1097	knight	8	7	Andorov Bloodfist
65947	Jorth Mantis	1100	knight	8	15	Aysa Laswell
65948	Carinus Mantis	1100	druid	6	13	Kavina Bloodgrip
65949	Gell Mantis	1102	druid	6	8	Tegid Blackpaw
65950	Mema Mantis	1105	knight	8	17	Akasi Thornsong
65951	Valkephenc Mantis	1107	druid	6	5	Rina Banahogg
65952	Gnom Mantis	1110	druid	6	15	Seline Bloodedge
65953	Bervion Mantis	1112	knight	8	20	Vanndar Wrynn
65954	Nizzley Mantis	1115	druid	6	6	Lyros Moonscrest
65955	Jaeggy Mantis	1117	paladin	7	22	Setara Darksun
65956	Lukeniess Mantis	1120	sorcerer	5	16	Belouran Frostmane
65957	Borks Mantis	1123	paladin	7	7	Saruan Giantstrike
65958	Aldric Elsoutchawnc	1125	knight	8	11	Ayuri Deathrider
65959	Lyra Elsoutchawnc	1128	paladin	7	8	Behsten Sunsoar
65960	Theron Elsoutchawnc	1130	paladin	7	13	Hildr Avenger
65961	Isolde Elsoutchawnc	1133	paladin	7	7	Jesthenis Blackiron
65962	Magnus Elsoutchawnc	1135	sorcerer	5	14	Anaara Moonthorn
65963	Freya Elsoutchawnc	1138	knight	8	22	Austil Fallensong
65964	Ragnar Elsoutchawnc	1141	sorcerer	5	7	Zabraxis Nightflame
65965	Astrid Elsoutchawnc	1143	sorcerer	5	8	Fei Bridenbrad
65966	Cedric Elsoutchawnc	1146	druid	6	20	Rasheed Bleakway
65967	Elara Elsoutchawnc	1148	druid	6	10	Humak Silverheart
65968	Finn Elsoutchawnc	1151	druid	6	7	Meekadox Thornstrike
65969	Gwen Elsoutchawnc	1153	paladin	7	22	Dargath Zain
65970	Henrik Elsoutchawnc	1156	sorcerer	5	5	Vief Cloudmane
65971	Isla Elsoutchawnc	1158	knight	8	15	Nian Aelon
65972	Jorik Elsoutchawnc	1161	paladin	7	10	Gidwin Stonewalker
65973	Keira Elsoutchawnc	1164	sorcerer	5	6	Martik Darkhaven
65974	Leander Elsoutchawnc	1166	knight	8	13	Allari Darkwraith
65975	Mira Elsoutchawnc	1169	paladin	7	14	Sterius Atherton
65976	Nikolai Elsoutchawnc	1171	druid	6	22	Arzaal Amberglare
65977	Ophelia Elsoutchawnc	1174	knight	8	5	Bool Trollbane
65978	Omiros Elsoutchawnc	1176	knight	8	7	Beldis Divide
65979	Borkent Elsoutchawnc	1179	paladin	7	14	Anton Droll
65980	Azir Elsoutchawnc	1182	paladin	7	16	Fosho Goldrider
65981	Plaros Elsoutchawnc	1184	knight	8	5	Bancroft Hawke
65982	Paublock Elsoutchawnc	1187	sorcerer	5	7	Alessia Fogus
65983	Thadnemara Elsoutchawnc	1189	paladin	7	14	Eriah Furybrand
65984	Pegui Elsoutchawnc	1192	druid	6	8	Ingrid Mistrunner
65985	Nevintsild Elsoutchawnc	1194	sorcerer	5	15	Umbric Birchgrove
65986	Tonguarik Elsoutchawnc	1197	druid	6	9	Ruvan Endsky
65987	Sveromesse Elsoutchawnc	1200	sorcerer	5	5	Tessa Greyspire
65988	Ghta Elsoutchawnc	1200	sorcerer	5	14	Ellaron Morey
65989	Seromady Elsoutchawnc	1200	knight	8	10	Penny Cloudfall2
65990	Chran Elsoutchawnc	1200	knight	8	6	Malgin Halfclaw
65991	Gnomedorbo Elsoutchawnc	1200	druid	6	8	Uvlus Skywatcher
65992	Wilisolani Elsoutchawnc	1200	knight	8	16	Jisun Blighthoof
65993	Foozorf Elsoutchawnc	1200	paladin	7	10	Fiona Blackwood
65994	Drodromes Elsoutchawnc	1200	knight	8	22	Marcel Darktalon
65995	Elance Elsoutchawnc	1200	sorcerer	5	13	Semid Stormwing
65996	Cern Elsoutchawnc	1200	paladin	7	16	Mikolaas Almastor
65997	Jorth Elsoutchawnc	1200	sorcerer	5	9	Dya Blackwind
65998	Carinus Elsoutchawnc	1200	druid	6	13	Sanfew Lighthoof
65999	Gell Elsoutchawnc	1200	paladin	7	15	Dethmoora Flamehoof
66000	Mema Elsoutchawnc	1200	sorcerer	5	11	Landazar Nightshard
66001	Valkephenc Elsoutchawnc	1200	sorcerer	5	5	Reina Axeljink
66002	Gnom Elsoutchawnc	1200	sorcerer	5	13	Skip Skycaller
66003	Bervion Elsoutchawnc	1200	knight	8	20	Dawarn Blazen
66004	Nizzley Elsoutchawnc	1200	knight	8	22	Danuser Wildrose
