source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- thais|boat~boat: (2 waypoints) ---
thais|west.gate~east.gate:,node,32425,32244,7,
thais|west.gate~east.gate:,node,32425,32237,7,
thais|west.gate~east.gate:,node,32425,32230,7,
thais|west.gate~east.gate:,node,32428,32225,7,

# --- thais|south.gate~west.gate: (15 waypoints) ---
thais|south.gate~west.gate:,node,32342,32277,7,
thais|south.gate~west.gate:,node,32339,32273,7,
thais|south.gate~west.gate:,node,32337,32266,7,
thais|south.gate~west.gate:,node,32337,32259,7,
thais|south.gate~west.gate:,node,32337,32253,7,
thais|south.gate~west.gate:,node,32335,32249,7,
thais|south.gate~west.gate:,node,32327,32249,7,
thais|south.gate~west.gate:,node,32320,32249,7,
thais|south.gate~west.gate:,node,32313,32249,7,
thais|south.gate~west.gate:,node,32306,32249,7,
thais|south.gate~west.gate:,node,32303,32253,7,
thais|south.gate~west.gate:,node,32300,32257,7,
thais|south.gate~west.gate:,node,32292,32257,7,
thais|south.gate~west.gate:,node,32287,32259,7,
thais|south.gate~west.gate:,node,32287,32264,7,

# --- thais|south.gate~east.gate: (22 waypoints) ---
thais|south.gate~east.gate:,node,32342,32277,7,
thais|south.gate~east.gate:,node,32339,32273,7,
thais|south.gate~east.gate:,node,32339,32266,7,
thais|south.gate~east.gate:,node,32339,32259,7,
thais|south.gate~east.gate:,node,32339,32251,7,
thais|south.gate~east.gate:,node,32347,32251,7,
thais|south.gate~east.gate:,node,32354,32251,7,
thais|south.gate~east.gate:,node,32361,32251,7,
thais|south.gate~east.gate:,node,32369,32251,7,
thais|south.gate~east.gate:,node,32377,32251,7,
thais|south.gate~east.gate:,node,32385,32251,7,
thais|south.gate~east.gate:,node,32390,32254,7,
thais|south.gate~east.gate:,node,32397,32255,7,
thais|south.gate~east.gate:,node,32404,32255,7,
thais|south.gate~east.gate:,node,32411,32255,7,
thais|south.gate~east.gate:,node,32418,32255,7,
thais|south.gate~east.gate:,node,32423,32254,7,
thais|south.gate~east.gate:,node,32425,32249,7,
thais|south.gate~east.gate:,node,32425,32242,7,
thais|south.gate~east.gate:,node,32425,32236,7,
thais|south.gate~east.gate:,node,32425,32229,7,
thais|south.gate~east.gate:,node,32428,32225,7,

# --- thais|south.gate~north.gate: (18 waypoints) ---
thais|south.gate~north.gate:,node,32342,32277,7,
thais|south.gate~north.gate:,node,32339,32273,7,
thais|south.gate~north.gate:,node,32338,32266,7,
thais|south.gate~north.gate:,node,32338,32259,7,
thais|south.gate~north.gate:,node,32338,32253,7,
thais|south.gate~north.gate:,node,32338,32245,7,
thais|south.gate~north.gate:,node,32338,32237,7,
thais|south.gate~north.gate:,node,32338,32229,7,
thais|south.gate~north.gate:,node,32338,32221,7,
thais|south.gate~north.gate:,node,32339,32216,7,
thais|south.gate~north.gate:,node,32346,32215,7,
thais|south.gate~north.gate:,node,32354,32215,7,
thais|south.gate~north.gate:,node,32362,32215,7,
thais|south.gate~north.gate:,node,32367,32214,7,
thais|south.gate~north.gate:,node,32368,32208,7,
thais|south.gate~north.gate:,node,32368,32201,7,
thais|south.gate~north.gate:,node,32368,32193,7,
thais|south.gate~north.gate:,node,32368,32185,7,

# --- thais|east.gate~south.gate: (23 waypoints) ---
thais|east.gate~south.gate:,node,32428,32225,7,
thais|east.gate~south.gate:,node,32425,32229,7,
thais|east.gate~south.gate:,node,32425,32235,7,
thais|east.gate~south.gate:,node,32425,32241,7,
thais|east.gate~south.gate:,node,32425,32247,7,
thais|east.gate~south.gate:,node,32424,32253,7,
thais|east.gate~south.gate:,node,32419,32255,7,
thais|east.gate~south.gate:,node,32413,32255,7,
thais|east.gate~south.gate:,node,32406,32255,7,
thais|east.gate~south.gate:,node,32399,32255,7,
thais|east.gate~south.gate:,node,32392,32255,7,
thais|east.gate~south.gate:,node,32386,32251,7,
thais|east.gate~south.gate:,node,32378,32251,7,
thais|east.gate~south.gate:,node,32370,32251,7,
thais|east.gate~south.gate:,node,32362,32251,7,
thais|east.gate~south.gate:,node,32353,32251,7,
thais|east.gate~south.gate:,node,32344,32251,7,
thais|east.gate~south.gate:,node,32339,32251,7,
thais|east.gate~south.gate:,node,32338,32256,7,
thais|east.gate~south.gate:,node,32338,32261,7,
thais|east.gate~south.gate:,node,32338,32266,7,
thais|east.gate~south.gate:,node,32339,32272,7,
thais|east.gate~south.gate:,node,32342,32277,7,

# --- thais|east.gate~west.gate: (27 waypoints) ---
thais|east.gate~west.gate:,node,32428,32225,7,
thais|east.gate~west.gate:,node,32425,32229,7,
thais|east.gate~west.gate:,node,32425,32235,7,
thais|east.gate~west.gate:,node,32425,32241,7,
thais|east.gate~west.gate:,node,32425,32247,7,
thais|east.gate~west.gate:,node,32424,32253,7,
thais|east.gate~west.gate:,node,32419,32255,7,
thais|east.gate~west.gate:,node,32413,32255,7,
thais|east.gate~west.gate:,node,32406,32255,7,
thais|east.gate~west.gate:,node,32399,32255,7,
thais|east.gate~west.gate:,node,32392,32255,7,
thais|east.gate~west.gate:,node,32386,32251,7,
thais|east.gate~west.gate:,node,32378,32251,7,
thais|east.gate~west.gate:,node,32370,32251,7,
thais|east.gate~west.gate:,node,32362,32251,7,
thais|east.gate~west.gate:,node,32353,32251,7,
thais|east.gate~west.gate:,node,32344,32251,7,
thais|east.gate~west.gate:,node,32339,32250,7,
thais|east.gate~west.gate:,node,32333,32249,7,
thais|east.gate~west.gate:,node,32326,32249,7,
thais|east.gate~west.gate:,node,32319,32249,7,
thais|east.gate~west.gate:,node,32312,32249,7,
thais|east.gate~west.gate:,node,32305,32250,7,
thais|east.gate~west.gate:,node,32301,32256,7,
thais|east.gate~west.gate:,node,32295,32257,7,
thais|east.gate~west.gate:,node,32289,32258,7,
thais|east.gate~west.gate:,node,32287,32263,7,

# --- thais|east.gate~north.gate: (15 waypoints) ---
thais|east.gate~north.gate:,node,32428,32225,7,
thais|east.gate~north.gate:,node,32421,32223,7,
thais|east.gate~north.gate:,node,32419,32216,7,
thais|east.gate~north.gate:,node,32412,32215,7,
thais|east.gate~north.gate:,node,32403,32214,7,
thais|east.gate~north.gate:,node,32395,32214,7,
thais|east.gate~north.gate:,node,32387,32214,7,
thais|east.gate~north.gate:,node,32379,32214,7,
thais|east.gate~north.gate:,node,32374,32214,7,
thais|east.gate~north.gate:,node,32369,32214,7,
thais|east.gate~north.gate:,node,32369,32208,7,
thais|east.gate~north.gate:,node,32369,32202,7,
thais|east.gate~north.gate:,node,32369,32196,7,
thais|east.gate~north.gate:,node,32369,32190,7,
thais|east.gate~north.gate:,node,32368,32183,7,

# --- thais|north.gate~east.gate: (15 waypoints) ---
thais|north.gate~east.gate:,node,32369,32182,7,
thais|north.gate~east.gate:,node,32369,32188,7,
thais|north.gate~east.gate:,node,32369,32194,7,
thais|north.gate~east.gate:,node,32369,32201,7,
thais|north.gate~east.gate:,node,32369,32208,7,
thais|north.gate~east.gate:,node,32370,32214,7,
thais|north.gate~east.gate:,node,32377,32214,7,
thais|north.gate~east.gate:,node,32385,32214,7,
thais|north.gate~east.gate:,node,32393,32214,7,
thais|north.gate~east.gate:,node,32401,32214,7,
thais|north.gate~east.gate:,node,32409,32214,7,
thais|north.gate~east.gate:,node,32416,32214,7,
thais|north.gate~east.gate:,node,32420,32217,7,
thais|north.gate~east.gate:,node,32421,32223,7,
thais|north.gate~east.gate:,node,32427,32225,7,

# --- thais|north.gate~south.gate: (24 waypoints) ---
thais|north.gate~south.gate:,node,32369,32182,7,
thais|north.gate~south.gate:,node,32369,32188,7,
thais|north.gate~south.gate:,node,32369,32194,7,
thais|north.gate~south.gate:,node,32369,32201,7,
thais|north.gate~south.gate:,node,32369,32208,7,
thais|north.gate~south.gate:,node,32368,32214,7,
thais|north.gate~south.gate:,node,32363,32215,7,
thais|north.gate~south.gate:,node,32357,32215,7,
thais|north.gate~south.gate:,node,32350,32215,7,
thais|north.gate~south.gate:,node,32343,32215,7,
thais|north.gate~south.gate:,node,32339,32216,7,
thais|north.gate~south.gate:,node,32338,32220,7,
thais|north.gate~south.gate:,node,32338,32226,7,
thais|north.gate~south.gate:,node,32338,32231,7,
thais|north.gate~south.gate:,node,32338,32236,7,
thais|north.gate~south.gate:,node,32338,32241,7,
thais|north.gate~south.gate:,node,32338,32246,7,
thais|north.gate~south.gate:,node,32338,32251,7,
thais|north.gate~south.gate:,node,32338,32256,7,
thais|north.gate~south.gate:,node,32338,32261,7,
thais|north.gate~south.gate:,node,32338,32265,7,
thais|north.gate~south.gate:,node,32338,32270,7,
thais|north.gate~south.gate:,node,32341,32273,7,
thais|north.gate~south.gate:,node,32342,32277,7,

# --- thais|north.gate~west.gate: (31 waypoints) ---
thais|north.gate~west.gate:,node,32369,32182,7,
thais|north.gate~west.gate:,node,32369,32188,7,
thais|north.gate~west.gate:,node,32369,32194,7,
thais|north.gate~west.gate:,node,32369,32201,7,
thais|north.gate~west.gate:,node,32369,32208,7,
thais|north.gate~west.gate:,node,32368,32214,7,
thais|north.gate~west.gate:,node,32363,32215,7,
thais|north.gate~west.gate:,node,32357,32215,7,
thais|north.gate~west.gate:,node,32350,32215,7,
thais|north.gate~west.gate:,node,32343,32215,7,
thais|north.gate~west.gate:,node,32339,32216,7,
thais|north.gate~west.gate:,node,32338,32220,7,
thais|north.gate~west.gate:,node,32338,32226,7,
thais|north.gate~west.gate:,node,32338,32231,7,
thais|north.gate~west.gate:,node,32338,32236,7,
thais|north.gate~west.gate:,node,32338,32241,7,
thais|north.gate~west.gate:,node,32338,32246,7,
thais|north.gate~west.gate:,node,32335,32248,7,
thais|north.gate~west.gate:,node,32329,32248,7,
thais|north.gate~west.gate:,node,32324,32248,7,
thais|north.gate~west.gate:,node,32319,32248,7,
thais|north.gate~west.gate:,node,32314,32248,7,
thais|north.gate~west.gate:,node,32309,32248,7,
thais|north.gate~west.gate:,node,32305,32248,7,
thais|north.gate~west.gate:,node,32302,32251,7,
thais|north.gate~west.gate:,node,32302,32255,7,
thais|north.gate~west.gate:,node,32300,32257,7,
thais|north.gate~west.gate:,node,32295,32257,7,
thais|north.gate~west.gate:,node,32289,32257,7,
thais|north.gate~west.gate:,node,32288,32260,7,
thais|north.gate~west.gate:,node,32287,32264,7,
