source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- venore|boat~boat: (2 waypoints) ---
venore|south.gate~bank:,node,32936,32160,7,
venore|south.gate~bank:,stand,32936,32159,7,
venore|south.gate~bank:,node,32936,32152,6,
venore|south.gate~bank:,node,32936,32142,6,
venore|south.gate~bank:,node,32936,32133,6,
venore|south.gate~bank:,node,32936,32124,6,
venore|south.gate~bank:,node,32936,32114,6,
venore|south.gate~bank:,node,32936,32104,6,
venore|south.gate~bank:,node,32939,32096,6,
venore|south.gate~bank:,node,32949,32095,6,
venore|south.gate~bank:,node,32954,32091,6,
venore|south.gate~bank:,node,32954,32082,6,
venore|south.gate~bank:,node,32962,32080,6,
venore|south.gate~bank:,node,32964,32073,6,
venore|south.gate~bank:,node,32973,32073,6,
venore|south.gate~bank:,node,32981,32073,6,
venore|south.gate~bank:,node,32982,32065,6,
venore|south.gate~bank:,node,32982,32057,6,
venore|south.gate~bank:,node,32987,32053,6,
venore|south.gate~bank:,node,32999,32053,6,
venore|south.gate~bank:,node,33011,32053,6,
venore|south.gate~bank:,node,33019,32053,6,
venore|south.gate~bank:,stand,33019,32053,6,

# --- venore|west.gate~bank: (27 waypoints) ---
venore|west.gate~bank:,node,32861,32126,7,
venore|west.gate~bank:,stand,32862,32126,7,
venore|west.gate~bank:,node,32870,32125,6,
venore|west.gate~bank:,node,32880,32125,6,
venore|west.gate~bank:,node,32890,32125,6,
venore|west.gate~bank:,node,32899,32125,6,
venore|west.gate~bank:,node,32908,32125,6,
venore|west.gate~bank:,node,32916,32125,6,
venore|west.gate~bank:,node,32927,32126,6,
venore|west.gate~bank:,node,32935,32124,6,
venore|west.gate~bank:,node,32936,32114,6,
venore|west.gate~bank:,node,32936,32104,6,
venore|west.gate~bank:,node,32939,32096,6,
venore|west.gate~bank:,node,32949,32095,6,
venore|west.gate~bank:,node,32954,32091,6,
venore|west.gate~bank:,node,32954,32082,6,
venore|west.gate~bank:,node,32962,32080,6,
venore|west.gate~bank:,node,32964,32073,6,
venore|west.gate~bank:,node,32973,32073,6,
venore|west.gate~bank:,node,32981,32073,6,
venore|west.gate~bank:,node,32982,32065,6,
venore|west.gate~bank:,node,32982,32057,6,
venore|west.gate~bank:,node,32987,32053,6,
venore|west.gate~bank:,node,32999,32053,6,
venore|west.gate~bank:,node,33011,32053,6,
venore|west.gate~bank:,node,33019,32053,6,
venore|west.gate~bank:,stand,33019,32053,6,

# --- venore|trainers~bank: (18 waypoints) ---
venore|trainers~bank:,node,32934,32078,11,
venore|trainers~bank:,ladder,32932,32077,11,
venore|trainers~bank:,ladder,32933,32077,10,
venore|trainers~bank:,stand,32932,32079,9,
venore|trainers~bank:,stand,32931,32077,8,
venore|trainers~bank:,node,32935,32075,7,
venore|trainers~bank:,stand,32935,32075,7,
venore|trainers~bank:,node,32938,32070,6,
venore|trainers~bank:,node,32950,32070,6,
venore|trainers~bank:,node,32954,32062,6,
venore|trainers~bank:,node,32959,32053,6,
venore|trainers~bank:,node,32970,32053,6,
venore|trainers~bank:,node,32981,32053,6,
venore|trainers~bank:,node,32992,32053,6,
venore|trainers~bank:,node,33003,32053,6,
venore|trainers~bank:,node,33012,32053,6,
venore|trainers~bank:,node,33019,32053,6,
venore|trainers~bank:,stand,33019,32053,6,

# --- venore|depot~depot: (4 waypoints) ---
venore|depot~depot:,node,33019,32058,6,
venore|depot~depot:,stand,33020,32059,6,
venore|depot~depot:,node,33018,32054,7,
venore|depot~depot:,stand,33018,32054,7,

# --- venore|east.gate~depot: (1 waypoints) ---
venore|east.gate~depot:,node,33004,32100,7,

# --- venore|boat~depot: (12 waypoints) ---
venore|boat~depot:,node,32954,32028,6,
venore|boat~depot:,node,32954,32040,6,
venore|boat~depot:,node,32954,32050,6,
venore|boat~depot:,node,32963,32053,6,
venore|boat~depot:,node,32975,32053,6,
venore|boat~depot:,node,32987,32053,6,
venore|boat~depot:,node,32999,32053,6,
venore|boat~depot:,node,33011,32053,6,
venore|boat~depot:,node,33019,32058,6,
venore|boat~depot:,stand,33020,32059,6,
venore|boat~depot:,stand,33019,32060,7,
venore|boat~depot:,node,33017,32053,7,

# --- venore|north.gate~depot: (19 waypoints) ---
venore|north.gate~depot:,node,32866,32032,7,
venore|north.gate~depot:,stand,32867,32032,7,
venore|north.gate~depot:,node,32877,32031,6,
venore|north.gate~depot:,node,32892,32032,6,
venore|north.gate~depot:,node,32906,32037,6,
venore|north.gate~depot:,node,32918,32037,6,
venore|north.gate~depot:,node,32919,32046,6,
venore|north.gate~depot:,node,32926,32052,6,
venore|north.gate~depot:,node,32938,32052,6,
venore|north.gate~depot:,node,32950,32052,6,
venore|north.gate~depot:,node,32963,32053,6,
venore|north.gate~depot:,node,32975,32053,6,
venore|north.gate~depot:,node,32987,32053,6,
venore|north.gate~depot:,node,32999,32053,6,
venore|north.gate~depot:,node,33011,32053,6,
venore|north.gate~depot:,node,33019,32058,6,
venore|north.gate~depot:,stand,33020,32059,6,
venore|north.gate~depot:,stand,33019,32060,7,
venore|north.gate~depot:,node,33017,32053,7,

# --- venore|food~depot: (9 waypoints) ---
venore|food~depot:,node,32975,32042,6,
venore|food~depot:,node,32978,32051,6,
venore|food~depot:,node,32987,32053,6,
venore|food~depot:,node,32999,32053,6,
venore|food~depot:,node,33011,32053,6,
venore|food~depot:,node,33019,32058,6,
venore|food~depot:,stand,33020,32059,6,
venore|food~depot:,stand,33019,32060,7,
venore|food~depot:,node,33017,32053,7,

# --- venore|bank~depot: (4 waypoints) ---
venore|bank~depot:,node,33019,32058,6,
venore|bank~depot:,stand,33020,32059,6,
venore|bank~depot:,stand,33019,32060,7,
venore|bank~depot:,node,33017,32053,7,

# --- venore|potions~depot: (11 waypoints) ---
venore|potions~depot:,node,32976,32079,6,
venore|potions~depot:,node,32981,32073,6,
venore|potions~depot:,node,32982,32065,6,
venore|potions~depot:,node,32982,32057,6,
venore|potions~depot:,node,32987,32053,6,
venore|potions~depot:,node,32999,32053,6,
venore|potions~depot:,node,33011,32053,6,
venore|potions~depot:,node,33019,32058,6,
venore|potions~depot:,stand,33020,32059,6,
venore|potions~depot:,stand,33019,32060,7,
venore|potions~depot:,node,33017,32053,7,

# --- venore|runes~depot: (11 waypoints) ---
venore|runes~depot:,node,32976,32079,6,
venore|runes~depot:,node,32981,32073,6,
venore|runes~depot:,node,32982,32065,6,
venore|runes~depot:,node,32982,32057,6,
venore|runes~depot:,node,32987,32053,6,
venore|runes~depot:,node,32999,32053,6,
venore|runes~depot:,node,33011,32053,6,
venore|runes~depot:,node,33019,32058,6,
venore|runes~depot:,stand,33020,32059,6,
venore|runes~depot:,stand,33019,32060,7,
venore|runes~depot:,node,33017,32053,7,

# --- venore|temple~depot: (13 waypoints) ---
venore|temple~depot:,node,32954,32077,7,
venore|temple~depot:,stand,32953,32077,7,
venore|temple~depot:,node,32954,32070,6,
venore|temple~depot:,node,32954,32058,6,
venore|temple~depot:,node,32963,32053,6,
venore|temple~depot:,node,32975,32053,6,
venore|temple~depot:,node,32987,32053,6,
venore|temple~depot:,node,32999,32053,6,
venore|temple~depot:,node,33011,32053,6,
venore|temple~depot:,node,33019,32058,6,
venore|temple~depot:,stand,33020,32059,6,
venore|temple~depot:,stand,33019,32060,7,
venore|temple~depot:,node,33017,32053,7,

# --- venore|soft.boots~depot: (16 waypoints) ---
venore|soft.boots~depot:,node,32949,32101,6,
venore|soft.boots~depot:,node,32954,32091,6,
venore|soft.boots~depot:,node,32954,32082,6,
venore|soft.boots~depot:,node,32962,32080,6,
venore|soft.boots~depot:,node,32964,32073,6,
venore|soft.boots~depot:,node,32973,32073,6,
venore|soft.boots~depot:,node,32981,32073,6,
venore|soft.boots~depot:,node,32982,32065,6,
venore|soft.boots~depot:,node,32982,32057,6,
venore|soft.boots~depot:,node,32987,32053,6,
venore|soft.boots~depot:,node,32999,32053,6,
venore|soft.boots~depot:,node,33011,32053,6,
venore|soft.boots~depot:,node,33019,32058,6,
venore|soft.boots~depot:,stand,33020,32059,6,
venore|soft.boots~depot:,stand,33019,32060,7,
venore|soft.boots~depot:,node,33017,32053,7,

# --- venore|south.gate~depot: (25 waypoints) ---
venore|south.gate~depot:,node,32936,32160,7,
venore|south.gate~depot:,stand,32936,32159,7,
venore|south.gate~depot:,node,32936,32152,6,
venore|south.gate~depot:,node,32936,32142,6,
venore|south.gate~depot:,node,32936,32133,6,
venore|south.gate~depot:,node,32936,32124,6,
venore|south.gate~depot:,node,32936,32114,6,
venore|south.gate~depot:,node,32936,32104,6,
venore|south.gate~depot:,node,32939,32096,6,
venore|south.gate~depot:,node,32949,32095,6,
venore|south.gate~depot:,node,32954,32091,6,
venore|south.gate~depot:,node,32954,32082,6,
venore|south.gate~depot:,node,32962,32080,6,
venore|south.gate~depot:,node,32964,32073,6,
venore|south.gate~depot:,node,32973,32073,6,
venore|south.gate~depot:,node,32981,32073,6,
venore|south.gate~depot:,node,32982,32065,6,
venore|south.gate~depot:,node,32982,32057,6,
venore|south.gate~depot:,node,32987,32053,6,
venore|south.gate~depot:,node,32999,32053,6,
venore|south.gate~depot:,node,33011,32053,6,
venore|south.gate~depot:,node,33019,32058,6,
venore|south.gate~depot:,stand,33020,32059,6,
venore|south.gate~depot:,stand,33019,32060,7,
venore|south.gate~depot:,node,33017,32053,7,

# --- venore|west.gate~depot: (29 waypoints) ---
venore|west.gate~depot:,node,32861,32126,7,
venore|west.gate~depot:,stand,32862,32126,7,
venore|west.gate~depot:,node,32870,32125,6,
venore|west.gate~depot:,node,32880,32125,6,
venore|west.gate~depot:,node,32890,32125,6,
venore|west.gate~depot:,node,32899,32125,6,
venore|west.gate~depot:,node,32908,32125,6,
venore|west.gate~depot:,node,32916,32125,6,
venore|west.gate~depot:,node,32927,32126,6,
venore|west.gate~depot:,node,32935,32124,6,
venore|west.gate~depot:,node,32936,32114,6,
venore|west.gate~depot:,node,32936,32104,6,
venore|west.gate~depot:,node,32939,32096,6,
venore|west.gate~depot:,node,32949,32095,6,
venore|west.gate~depot:,node,32954,32091,6,
venore|west.gate~depot:,node,32954,32082,6,
venore|west.gate~depot:,node,32962,32080,6,
venore|west.gate~depot:,node,32964,32073,6,
venore|west.gate~depot:,node,32973,32073,6,
venore|west.gate~depot:,node,32981,32073,6,
venore|west.gate~depot:,node,32982,32065,6,
venore|west.gate~depot:,node,32982,32057,6,
venore|west.gate~depot:,node,32987,32053,6,
venore|west.gate~depot:,node,32999,32053,6,
venore|west.gate~depot:,node,33011,32053,6,
venore|west.gate~depot:,node,33019,32058,6,
venore|west.gate~depot:,stand,33020,32059,6,
venore|west.gate~depot:,stand,33019,32060,7,
venore|west.gate~depot:,node,33017,32053,7,

# --- venore|ammo~depot: (23 waypoints) ---
venore|ammo~depot:,node,32908,32122,6,
venore|ammo~depot:,node,32916,32125,6,
venore|ammo~depot:,node,32927,32126,6,
venore|ammo~depot:,node,32935,32124,6,
venore|ammo~depot:,node,32936,32114,6,
venore|ammo~depot:,node,32936,32104,6,
venore|ammo~depot:,node,32939,32096,6,
venore|ammo~depot:,node,32949,32095,6,
venore|ammo~depot:,node,32954,32091,6,
venore|ammo~depot:,node,32954,32082,6,
venore|ammo~depot:,node,32962,32080,6,
venore|ammo~depot:,node,32964,32073,6,
venore|ammo~depot:,node,32973,32073,6,
venore|ammo~depot:,node,32981,32073,6,
venore|ammo~depot:,node,32982,32065,6,
venore|ammo~depot:,node,32982,32057,6,
venore|ammo~depot:,node,32987,32053,6,
venore|ammo~depot:,node,32999,32053,6,
venore|ammo~depot:,node,33011,32053,6,
venore|ammo~depot:,node,33019,32058,6,
venore|ammo~depot:,stand,33020,32059,6,
venore|ammo~depot:,stand,33019,32060,7,
venore|ammo~depot:,node,33017,32053,7,

# --- venore|loot.yanni~depot: (23 waypoints) ---
venore|loot.yanni~depot:,node,32908,32122,6,
venore|loot.yanni~depot:,node,32916,32125,6,
venore|loot.yanni~depot:,node,32927,32126,6,
venore|loot.yanni~depot:,node,32935,32124,6,
venore|loot.yanni~depot:,node,32936,32114,6,
venore|loot.yanni~depot:,node,32936,32104,6,
venore|loot.yanni~depot:,node,32939,32096,6,
venore|loot.yanni~depot:,node,32949,32095,6,
venore|loot.yanni~depot:,node,32954,32091,6,
venore|loot.yanni~depot:,node,32954,32082,6,
venore|loot.yanni~depot:,node,32962,32080,6,
venore|loot.yanni~depot:,node,32964,32073,6,
venore|loot.yanni~depot:,node,32973,32073,6,
venore|loot.yanni~depot:,node,32981,32073,6,
venore|loot.yanni~depot:,node,32982,32065,6,
venore|loot.yanni~depot:,node,32982,32057,6,
venore|loot.yanni~depot:,node,32987,32053,6,
venore|loot.yanni~depot:,node,32999,32053,6,
venore|loot.yanni~depot:,node,33011,32053,6,
venore|loot.yanni~depot:,node,33019,32058,6,
venore|loot.yanni~depot:,stand,33020,32059,6,
venore|loot.yanni~depot:,stand,33019,32060,7,
venore|loot.yanni~depot:,node,33017,32053,7,

# --- venore|loot.romella~depot: (23 waypoints) ---
venore|loot.romella~depot:,node,32908,32122,6,
venore|loot.romella~depot:,node,32916,32125,6,
venore|loot.romella~depot:,node,32927,32126,6,
venore|loot.romella~depot:,node,32935,32124,6,
venore|loot.romella~depot:,node,32936,32114,6,
venore|loot.romella~depot:,node,32936,32104,6,
venore|loot.romella~depot:,node,32939,32096,6,
venore|loot.romella~depot:,node,32949,32095,6,
venore|loot.romella~depot:,node,32954,32091,6,
venore|loot.romella~depot:,node,32954,32082,6,
venore|loot.romella~depot:,node,32962,32080,6,
venore|loot.romella~depot:,node,32964,32073,6,
venore|loot.romella~depot:,node,32973,32073,6,
venore|loot.romella~depot:,node,32981,32073,6,
venore|loot.romella~depot:,node,32982,32065,6,
venore|loot.romella~depot:,node,32982,32057,6,
venore|loot.romella~depot:,node,32987,32053,6,
venore|loot.romella~depot:,node,32999,32053,6,
venore|loot.romella~depot:,node,33011,32053,6,
venore|loot.romella~depot:,node,33019,32058,6,
venore|loot.romella~depot:,stand,33020,32059,6,
venore|loot.romella~depot:,stand,33019,32060,7,
venore|loot.romella~depot:,node,33017,32053,7,

# --- venore|trainers~depot: (20 waypoints) ---
venore|trainers~depot:,node,32934,32078,11,
venore|trainers~depot:,ladder,32932,32077,11,
venore|trainers~depot:,ladder,32933,32077,10,
venore|trainers~depot:,stand,32932,32079,9,
venore|trainers~depot:,stand,32931,32077,8,
venore|trainers~depot:,node,32935,32075,7,
venore|trainers~depot:,stand,32935,32075,7,
venore|trainers~depot:,node,32938,32070,6,
venore|trainers~depot:,node,32950,32070,6,
venore|trainers~depot:,node,32954,32062,6,
venore|trainers~depot:,node,32959,32053,6,
venore|trainers~depot:,node,32970,32053,6,
venore|trainers~depot:,node,32981,32053,6,
venore|trainers~depot:,node,32992,32053,6,
venore|trainers~depot:,node,33003,32053,6,
venore|trainers~depot:,node,33012,32053,6,
venore|trainers~depot:,node,33019,32059,6,
venore|trainers~depot:,stand,33020,32059,6,
venore|trainers~depot:,stand,33019,32060,7,
venore|trainers~depot:,node,33017,32053,7,

# --- depot|venore|1: (1 waypoints) ---
depot|venore|1:,node,33017,32053,7,

# --- depot|venore|2: (1 waypoints) ---
depot|venore|2:,node,33018,32049,7,

# --- venore|ammo~ammo: (2 waypoints) ---
venore|ammo~ammo:,node,32906,32118,6,
venore|ammo~ammo:,stand,32906,32118,6,

# --- venore|east.gate~ammo: (1 waypoints) ---
venore|east.gate~ammo:,node,33004,32100,7,

# --- venore|trainers~ammo: (19 waypoints) ---
venore|trainers~ammo:,node,32934,32078,11,
venore|trainers~ammo:,ladder,32932,32077,11,
venore|trainers~ammo:,ladder,32933,32077,10,
venore|trainers~ammo:,stand,32932,32079,9,
venore|trainers~ammo:,stand,32931,32077,8,
venore|trainers~ammo:,node,32935,32075,7,
venore|trainers~ammo:,stand,32935,32075,7,
venore|trainers~ammo:,stand,32936,32074,6,
venore|trainers~ammo:,node,32936,32082,6,
venore|trainers~ammo:,node,32935,32089,6,
venore|trainers~ammo:,node,32932,32095,6,
venore|trainers~ammo:,node,32923,32096,6,
venore|trainers~ammo:,node,32920,32104,6,
venore|trainers~ammo:,node,32920,32111,6,
venore|trainers~ammo:,node,32920,32118,6,
venore|trainers~ammo:,node,32918,32125,6,
venore|trainers~ammo:,node,32910,32125,6,
venore|trainers~ammo:,node,32906,32118,6,
venore|trainers~ammo:,stand,32906,32118,6,

# --- venore|food~ammo: (20 waypoints) ---
venore|food~ammo:,node,32976,32044,6,
venore|food~ammo:,node,32974,32051,6,
venore|food~ammo:,node,32966,32053,6,
venore|food~ammo:,node,32958,32053,6,
venore|food~ammo:,node,32954,32057,6,
venore|food~ammo:,node,32954,32065,6,
venore|food~ammo:,node,32954,32072,6,
venore|food~ammo:,node,32954,32082,6,
venore|food~ammo:,node,32953,32091,6,
venore|food~ammo:,node,32949,32095,6,
venore|food~ammo:,node,32941,32095,6,
venore|food~ammo:,node,32932,32095,6,
venore|food~ammo:,node,32923,32096,6,
venore|food~ammo:,node,32920,32104,6,
venore|food~ammo:,node,32920,32111,6,
venore|food~ammo:,node,32920,32118,6,
venore|food~ammo:,node,32918,32125,6,
venore|food~ammo:,node,32910,32125,6,
venore|food~ammo:,node,32906,32118,6,
venore|food~ammo:,stand,32906,32118,6,

# --- venore|temple~ammo: (15 waypoints) ---
venore|temple~ammo:,node,32954,32077,7,
venore|temple~ammo:,stand,32953,32077,7,
venore|temple~ammo:,node,32954,32082,6,
venore|temple~ammo:,node,32953,32091,6,
venore|temple~ammo:,node,32949,32095,6,
venore|temple~ammo:,node,32941,32095,6,
venore|temple~ammo:,node,32932,32095,6,
venore|temple~ammo:,node,32923,32096,6,
venore|temple~ammo:,node,32920,32104,6,
venore|temple~ammo:,node,32920,32111,6,
venore|temple~ammo:,node,32920,32118,6,
venore|temple~ammo:,node,32918,32125,6,
venore|temple~ammo:,node,32910,32125,6,
venore|temple~ammo:,node,32906,32118,6,
venore|temple~ammo:,stand,32906,32118,6,

# --- venore|north.gate~ammo: (17 waypoints) ---
venore|north.gate~ammo:,node,32866,32032,7,
venore|north.gate~ammo:,stand,32867,32032,7,
venore|north.gate~ammo:,node,32875,32031,6,
venore|north.gate~ammo:,node,32885,32031,6,
venore|north.gate~ammo:,node,32896,32032,6,
venore|north.gate~ammo:,node,32897,32041,6,
venore|north.gate~ammo:,node,32897,32051,6,
venore|north.gate~ammo:,node,32897,32061,6,
venore|north.gate~ammo:,node,32897,32071,6,
venore|north.gate~ammo:,node,32897,32081,6,
venore|north.gate~ammo:,node,32897,32090,6,
venore|north.gate~ammo:,node,32897,32099,6,
venore|north.gate~ammo:,node,32897,32109,6,
venore|north.gate~ammo:,node,32898,32119,6,
venore|north.gate~ammo:,node,32904,32125,6,
venore|north.gate~ammo:,node,32906,32118,6,
venore|north.gate~ammo:,stand,32906,32118,6,

# --- venore|west.gate~ammo: (9 waypoints) ---
venore|west.gate~ammo:,node,32861,32126,7,
venore|west.gate~ammo:,stand,32862,32126,7,
venore|west.gate~ammo:,node,32871,32125,6,
venore|west.gate~ammo:,node,32879,32125,6,
venore|west.gate~ammo:,node,32888,32125,6,
venore|west.gate~ammo:,node,32897,32125,6,
venore|west.gate~ammo:,node,32904,32125,6,
venore|west.gate~ammo:,node,32906,32118,6,
venore|west.gate~ammo:,stand,32906,32118,6,

# --- venore|south.gate~ammo: (11 waypoints) ---
venore|south.gate~ammo:,node,32936,32160,7,
venore|south.gate~ammo:,stand,32936,32159,7,
venore|south.gate~ammo:,node,32936,32151,6,
venore|south.gate~ammo:,node,32936,32140,6,
venore|south.gate~ammo:,node,32935,32130,6,
venore|south.gate~ammo:,node,32930,32126,6,
venore|south.gate~ammo:,node,32924,32126,6,
venore|south.gate~ammo:,node,32918,32125,6,
venore|south.gate~ammo:,node,32910,32125,6,
venore|south.gate~ammo:,node,32906,32118,6,
venore|south.gate~ammo:,stand,32906,32118,6,

# --- venore|soft.boots~ammo: (11 waypoints) ---
venore|soft.boots~ammo:,node,32948,32100,6,
venore|soft.boots~ammo:,node,32941,32095,6,
venore|soft.boots~ammo:,node,32932,32095,6,
venore|soft.boots~ammo:,node,32923,32096,6,
venore|soft.boots~ammo:,node,32920,32104,6,
venore|soft.boots~ammo:,node,32920,32111,6,
venore|soft.boots~ammo:,node,32920,32118,6,
venore|soft.boots~ammo:,node,32918,32125,6,
venore|soft.boots~ammo:,node,32910,32125,6,
venore|soft.boots~ammo:,node,32906,32118,6,
venore|soft.boots~ammo:,stand,32906,32118,6,

# --- venore|potions~ammo: (17 waypoints) ---
venore|potions~ammo:,node,32975,32079,6,
venore|potions~ammo:,node,32973,32073,6,
venore|potions~ammo:,node,32963,32073,6,
venore|potions~ammo:,node,32962,32080,6,
venore|potions~ammo:,node,32954,32082,6,
venore|potions~ammo:,node,32953,32091,6,
venore|potions~ammo:,node,32949,32095,6,
venore|potions~ammo:,node,32941,32095,6,
venore|potions~ammo:,node,32932,32095,6,
venore|potions~ammo:,node,32923,32096,6,
venore|potions~ammo:,node,32920,32104,6,
venore|potions~ammo:,node,32920,32111,6,
venore|potions~ammo:,node,32920,32118,6,
venore|potions~ammo:,node,32918,32125,6,
venore|potions~ammo:,node,32910,32125,6,
venore|potions~ammo:,node,32906,32118,6,
venore|potions~ammo:,stand,32906,32118,6,

# --- venore|runes~ammo: (17 waypoints) ---
venore|runes~ammo:,node,32975,32079,6,
venore|runes~ammo:,node,32973,32073,6,
venore|runes~ammo:,node,32963,32073,6,
venore|runes~ammo:,node,32962,32080,6,
venore|runes~ammo:,node,32954,32082,6,
venore|runes~ammo:,node,32953,32091,6,
venore|runes~ammo:,node,32949,32095,6,
venore|runes~ammo:,node,32941,32095,6,
venore|runes~ammo:,node,32932,32095,6,
venore|runes~ammo:,node,32923,32096,6,
venore|runes~ammo:,node,32920,32104,6,
venore|runes~ammo:,node,32920,32111,6,
venore|runes~ammo:,node,32920,32118,6,
venore|runes~ammo:,node,32918,32125,6,
venore|runes~ammo:,node,32910,32125,6,
venore|runes~ammo:,node,32906,32118,6,
venore|runes~ammo:,stand,32906,32118,6,

# --- venore|depot~ammo: (27 waypoints) ---
venore|depot~ammo:,node,33019,32058,6,
venore|depot~ammo:,stand,33020,32059,6,
venore|depot~ammo:,node,33017,32057,7,
venore|depot~ammo:,stand,33020,32059,7,
venore|depot~ammo:,node,33016,32055,6,
venore|depot~ammo:,node,33007,32054,6,
venore|depot~ammo:,node,33006,32061,6,
venore|depot~ammo:,node,33006,32068,6,
venore|depot~ammo:,node,33001,32072,6,
venore|depot~ammo:,node,32992,32072,6,
venore|depot~ammo:,node,32982,32073,6,
venore|depot~ammo:,node,32973,32073,6,
venore|depot~ammo:,node,32963,32073,6,
venore|depot~ammo:,node,32962,32080,6,
venore|depot~ammo:,node,32954,32082,6,
venore|depot~ammo:,node,32953,32091,6,
venore|depot~ammo:,node,32949,32095,6,
venore|depot~ammo:,node,32941,32095,6,
venore|depot~ammo:,node,32932,32095,6,
venore|depot~ammo:,node,32923,32096,6,
venore|depot~ammo:,node,32920,32104,6,
venore|depot~ammo:,node,32920,32111,6,
venore|depot~ammo:,node,32920,32118,6,
venore|depot~ammo:,node,32918,32125,6,
venore|depot~ammo:,node,32910,32125,6,
venore|depot~ammo:,node,32906,32118,6,
venore|depot~ammo:,stand,32906,32118,6,

# --- venore|bank~ammo: (23 waypoints) ---
venore|bank~ammo:,node,33016,32055,6,
venore|bank~ammo:,node,33007,32054,6,
venore|bank~ammo:,node,33006,32061,6,
venore|bank~ammo:,node,33006,32068,6,
venore|bank~ammo:,node,33001,32072,6,
venore|bank~ammo:,node,32992,32072,6,
venore|bank~ammo:,node,32982,32073,6,
venore|bank~ammo:,node,32973,32073,6,
venore|bank~ammo:,node,32963,32073,6,
venore|bank~ammo:,node,32962,32080,6,
venore|bank~ammo:,node,32954,32082,6,
venore|bank~ammo:,node,32953,32091,6,
venore|bank~ammo:,node,32949,32095,6,
venore|bank~ammo:,node,32941,32095,6,
venore|bank~ammo:,node,32932,32095,6,
venore|bank~ammo:,node,32923,32096,6,
venore|bank~ammo:,node,32920,32104,6,
venore|bank~ammo:,node,32920,32111,6,
venore|bank~ammo:,node,32920,32118,6,
venore|bank~ammo:,node,32918,32125,6,
venore|bank~ammo:,node,32910,32125,6,
venore|bank~ammo:,node,32906,32118,6,
venore|bank~ammo:,stand,32906,32118,6,

# --- venore|loot.yanni~ammo: (2 waypoints) ---
venore|loot.yanni~ammo:,node,32906,32118,6,
venore|loot.yanni~ammo:,stand,32906,32118,6,

# --- venore|loot.romella~ammo: (2 waypoints) ---
venore|loot.romella~ammo:,node,32906,32118,6,
venore|loot.romella~ammo:,stand,32906,32118,6,

# --- venore|west.gate~west.gate: (2 waypoints) ---
venore|west.gate~west.gate:,node,32863,32126,6,
venore|west.gate~west.gate:,stand,32862,32126,6,

# --- venore|east.gate~west.gate: (1 waypoints) ---
venore|east.gate~west.gate:,node,33004,32100,7,

# --- venore|south.gate~west.gate: (12 waypoints) ---
venore|south.gate~west.gate:,node,32936,32160,7,
venore|south.gate~west.gate:,stand,32936,32159,7,
venore|south.gate~west.gate:,node,32936,32151,6,
venore|south.gate~west.gate:,node,32936,32140,6,
venore|south.gate~west.gate:,node,32935,32129,6,
venore|south.gate~west.gate:,node,32928,32126,6,
venore|south.gate~west.gate:,node,32915,32126,6,
venore|south.gate~west.gate:,node,32902,32126,6,
venore|south.gate~west.gate:,node,32889,32126,6,
venore|south.gate~west.gate:,node,32876,32126,6,
venore|south.gate~west.gate:,node,32863,32126,6,
venore|south.gate~west.gate:,stand,32862,32126,6,

# --- venore|ammo~west.gate: (6 waypoints) ---
venore|ammo~west.gate:,node,32908,32122,6,
venore|ammo~west.gate:,node,32902,32126,6,
venore|ammo~west.gate:,node,32889,32126,6,
venore|ammo~west.gate:,node,32876,32126,6,
venore|ammo~west.gate:,node,32863,32126,6,
venore|ammo~west.gate:,stand,32862,32126,6,

# --- venore|loot.yanni~west.gate: (6 waypoints) ---
venore|loot.yanni~west.gate:,node,32908,32122,6,
venore|loot.yanni~west.gate:,node,32902,32126,6,
venore|loot.yanni~west.gate:,node,32889,32126,6,
venore|loot.yanni~west.gate:,node,32876,32126,6,
venore|loot.yanni~west.gate:,node,32863,32126,6,
venore|loot.yanni~west.gate:,stand,32862,32126,6,

# --- venore|loot.romella~west.gate: (6 waypoints) ---
venore|loot.romella~west.gate:,node,32908,32122,6,
venore|loot.romella~west.gate:,node,32902,32126,6,
venore|loot.romella~west.gate:,node,32889,32126,6,
venore|loot.romella~west.gate:,node,32876,32126,6,
venore|loot.romella~west.gate:,node,32863,32126,6,
venore|loot.romella~west.gate:,stand,32862,32126,6,

# --- venore|soft.boots~west.gate: (12 waypoints) ---
venore|soft.boots~west.gate:,node,32949,32102,6,
venore|soft.boots~west.gate:,node,32943,32096,6,
venore|soft.boots~west.gate:,node,32936,32098,6,
venore|soft.boots~west.gate:,node,32935,32108,6,
venore|soft.boots~west.gate:,node,32935,32118,6,
venore|soft.boots~west.gate:,node,32928,32126,6,
venore|soft.boots~west.gate:,node,32915,32126,6,
venore|soft.boots~west.gate:,node,32902,32126,6,
venore|soft.boots~west.gate:,node,32889,32126,6,
venore|soft.boots~west.gate:,node,32876,32126,6,
venore|soft.boots~west.gate:,node,32863,32126,6,
venore|soft.boots~west.gate:,stand,32862,32126,6,

# --- venore|north.gate~west.gate: (18 waypoints) ---
venore|north.gate~west.gate:,node,32866,32032,7,
venore|north.gate~west.gate:,stand,32867,32032,7,
venore|north.gate~west.gate:,node,32877,32032,6,
venore|north.gate~west.gate:,node,32889,32032,6,
venore|north.gate~west.gate:,node,32897,32036,6,
